userId,review,평점,bookId
j3******,목차가 사진으로 정리되어있어서 좋아요,10.0,S000001886110
sc***,아기랑 같이 하기엔 약간 어렵지만 맘에드네요^^,10.0,S000001886110
nu******,책을보고 아이가원하는 종이접기도 해주고 같이 색종이를 접을수있는책이예요,10.0,S000001886110
da********,아이가 관심을 가져서  구입했어요.  종류가 다양해요.,10.0,S000001886110
pi********,학교 종이접기 시간에 잘 쓰고선 집에서도 잘 활용중입니다,10.0,S000001886110
tm*****,7세 아이가 좋아해요~ 알려주니 잘따라하네요. 복잡한건 제가 접어서 힘들긴한데 종이접기를 하면 잘가지고 놀아요,10.0,S000001886110
ky*******,아이가 너무 좋아하네요~~,10.0,S000001886110
sy*****,아이가 좋아해요,10.0,S000001886110
ya****,조카에게 선물하려고 구입했습니다. 종이접기 종류가 많고 공룡이 있어서 좋습니다.,10.0,S000001886110
bo******,아이가 재밌게 잘 따라해요~어려운부분은 큐알코드로영상보게되는것도 좋고~ 잘 접고있어요~^^,10.0,S000001886110
jk****,종이핫을.접어요,10.0,S000001886110
eu*******,저희아들이 네모아저씨를 넘 좋아해요~,10.0,S000001886110
ye********,편집도 깔끔하고 좋습니다,10.0,S000001886110
km********,좋습니다 초등아이가 하기 딱좋을거같아요 아주 쉽진않네요 다양해서좋아요,7.5,S000001886110
ki*****,아이와함께 즐거운 종이접기놀이~~좋아요  ㅎ,10.0,S000001886110
oh******,좋아요,10.0,S000001886110
sk****,여러 책을 비교해보고 골랐습니다. 단순히 일본 종이접기 책을 번역한 수준이 아니라 우리 정서에 맞는 종이접기들이 다.양.하.게. 있어 좋습니다.,10.0,S000001886110
eu*****,아이가 너무 좋아합니다. 책에 나온 모든것을 다 따라하려고 합니다. 다른책 대비 종류가 많아서 좋습니다,10.0,S000001886110
sy****,아이가 좋아해요.,10.0,S000001886110
wo******,가위나 풀을 거의 사용하지 않고 대부분 한장으로 만드는 종이접기입니다. 나중에 아이들이 따라하기 쉬울것 같아요,10.0,S000001886110
li*****,아이들과 놀이하기 좋아요 어른도 엄청 쉽게 접지는 못함 ㅎㅎ,7.5,S000001886110
my********,요새 종이접기하느라 난리입니다. 집이 온통 색종이..아이가 참 좋아해요.,10.0,S000001886110
sj****,대만족입니다^^,10.0,S000001886110
cu******,아이가 매일 접자고 난리에요어려운 부분은 영상을 바로 찾아 볼 수 있어 좋아요,10.0,S000001886110
da*******,아이도 좋아하고 저도재밌어요6살 둘째한테는 아직좀 어려워서 별한개이상은 다 엄마 몫이에요..첫째는 혼자서도 잘해요,10.0,S000001886110
2y****,종이접기책을 사달라해서 샀는데 내가 더 잘 활용하는듯,10.0,S000001886110
ro********,아이가 참 좋아 하네요~^^,7.5,S000001886110
va*******,좋습니다,10.0,S000001886110
mi*******,아이들이 좋아하는 종이접기를 함께 할 수 있어서 좋네요,10.0,S000001886110
ha******,따라 접기가 쉬워서 좋네요.,10.0,S000001886110
so***,잘활용해볼게요,10.0,S000001886110
fl********,초1 선물용구입,10.0,S000001886110
kk******,아이들이 정말 좋아하네요,10.0,S000001886110
be*******,난이도별로 나뉘어져있고 아이들이 좋아할만한 것들이 많아서유용합니다.,10.0,S000001886110
ba******,완전추천^^네모아저씨 동영상을 보다가 책을 사달라 해서 구입했어요.게임하는 시간도 줄고 무엇보다 집중을 해서 하니 보기 좋와요.^^,10.0,S000001886110
ji*****,유튜브로 네모아저씨를 자꾸 찾아 보길래 컴퓨터보다는 책으로 익히게 하려고 사줬어요~ 심심하면 아무데나 펼쳐서 종이 접기를 하네요^^ 동생도 가르쳐 주는 척하며 제법 언니 노릇도하구...아주 유용하구 ...적극 추천합니다,10.0,S000001886110
pe********,종이접기 처음 배우는 아이한테도 좋은 책입니다^^,10.0,S000001886110
ji******,너무좋아요,10.0,S000001886110
re********,재미있고 유용합니다,10.0,S000001886110
qh*****,정말 쉽고 다양해요,10.0,S000001886110
ch*******,읽어보고 말씅드릴게요. 어제 주문함.,10.0,S000001886110
gu********,이 책 덕분에 우리 아이 종이접기 달인이 될것 같아요~,10.0,S000001886110
sp******,선물해줬는데 정말 좋아하네요 ^^,10.0,S000001886110
ye****,아이가 좋아해요,10.0,S000001886110
kt*****,좋아요,10.0,S000001886110
pi********,네모아저씨 완전 애독자이요 ㅎㅎ방금 페이퍼블레이드도 구매완료했답니다~~~아이들을 위한 종이접기 책 앞으로도 마니마니 부탁드려요!!,10.0,S000001886110
ev*****,이제 3학년 올라가는 초딩아들 네모아저씨 팬입니다. 유투브로 영상 찾아보더니 이번방학은 책사서 종이접기에 빠져사네요. 방에 색종이작품이 점점 많아지고있어요ㅎ,10.0,S000001886110
ry******,아이가 학교에서 보고 사달라고 하네요 ^^,10.0,S000001886110
dk***,아이가 네모아저씨를  너무 좋아해서  사줬어요.  너무 좋아합니다,10.0,S000001886110
rk********,쉽게 설명되어있어 아이가 좋아해요. 유용하게 오랫동안 볼것같아요,10.0,S000001886110
sa*******,아이가 책 보며 접다가 이해가 안 되면 유튜브로 다시 보며 종이접기 하네요~~ 네모아저씨  팬인데 책 선물해주니 정말 좋아하네요♡,10.0,S000001886110
lk*******,아이가 좋아하네요.,10.0,S000001886110
wi******,조카가 좋아해요,7.5,S000001886110
sk******,아이와 함께 재밌게 만들어볼것 같아오,7.5,S000001886110
so*******,좋아요~~^^,10.0,S000001886110
se*******,아이에게 만들어주니 엄청 좋아하네요... 만들기 쉽게 설명되어있고 찾기도 편해서 좋아요,10.0,S000001886110
re*******,좋아요.,10.0,S000001886110
ij****,좋은데 좀 어려워서 엄마의 손길이 필요합니다..,10.0,S000001886110
do******,어린이 종이접기용으로 샀는데 어른이보기도 조금 어려운 부분이있어요 설명이조금더쉬웠음 하는 아쉬움이있네요,10.0,S000001886110
vi*****,다양한 종이접기가 있어 좋네요,7.5,S000001886110
uh*******,재미있어요,10.0,S000001886110
sm*****,"아이랑 함께 종이접기 해보려고 구입했습니다. 해석이 어려운 부분도 있긴 한데, 어찌어찌 하다보면 되긴합니다.",7.5,S000001886110
my****,유투브로만보던 네모아저씨종이접기를 책으로 보니 엄청좋아합니다,10.0,S000001886110
sj*****,너무좋아하네요,10.0,S000001886110
mi********,아이가 네모아저씨 팬이라서 구입했는데 너무 좋아하네요,10.0,S000001886110
yw*******,다양하고 좋아요.,10.0,S000001886110
gu****,같은 종이접기라도 네모아저씨의 유튜브와 약간 방법이 다른것도 있어서 서로 참고하면서 보면 좋아요ㆍ울아들은 비행기접기를 넘 좋아해요. 저도 같이 즐겁게 접어봤어요,10.0,S000001886110
so*******,첫아이를 출산하고 육아중입니다. 저희 아이도 저희도 모든게 다 처음이라 막막했는데 유튜브에서 여러 육아법이라던지 궁금한걸 찾으면서 저자를 유튜브에서 먼저 접하게되었습니다. (알고보니 배우자도 유튜브 찾아보면서 저자를 알고있더군요) 유튜브에 많은분들이 여러 자기만의 경험담을 토대로 노하우 및 팁을 공유해주는데 저희 아이랑은 잘 안맞는 부분들이 많았어요 그래서 우리동네 어린이병원 유튜브를 접하게 되어 육아방식을 확립하는데 도움이 많이 되었고 책을 낸다고하셔서 서점에서 먼저 읽어보게되었는데 다른책과 다르게 사진도 개월수에 맞게 정리가 잘 되어있어서 우리아이가 개월수에 맞게 궁금한게 있으면 바로바로 찾아볼 수 있어서 좋은것 같아서 바로 구매하게 되었습니다. 육아에 대해 궁금증이나 답답한 마음이 많이 드는분들은 꼭 가까운 서점 찾아가셔서 책 읽어보시고 구매 하시면 도움 많이 받을 수 있을거라고 생각합니다. 모든 엄마 아빠들 화이팅 입니다 !,10.0,S000212413688
mi*******,"우리동네 어린이병원 유튜브 구독자입니다. 아기를 낳아 기르면서 유튜브를 꾸준히 보게 되었고 책도 바로 구입했습니다. 각 개월별로 발달정보, 아이 생활,  고민하는 문제 등등이 잘 나와 있어 읽기 편하고 이해도 잘 되더라고요. 이 책 덕분에 육아의 기본기를 잘 익혀나갈것 같아요^^ 좋은 책 잘 보겠습니다~",10.0,S000212413688
su******,저는 온라인서점으로 구매하지 않고 현장에서 구매했습니다.우리동네 어린이병원 육아대백과의 장점은 아무래도 도서와 유튜브의 조합이 아닐까 싶어요.전문의이신 두 선생님이 직접 쓰신 책이라 그런지 한 눈에 보이도록 깔끔하게 정리되어있는 것도 좋고 책 속에 주제마다 더 필요한 설명은 우리동네 어린이병원 유튜브 채널에 올라 온 영상으로 연결할 수 있게 QR코드가 있어서 참 좋은 거 같아요. 책 읽다보면 더 자세한 설명을 듣고 싶을 때 QR로 유튜브 영상 연결해서 볼 수 있는게 너무 좋아요.저는 아직 임신중이라 미래에 태어날 아기를 이해하고 공부해보려고 구매했는데 읽어보니 너무 좋아서 주변 친구들에게 추천을 많이 해야겠어요.앞으로 1판1쇄의 숫자가 점점 들어나서 오래도록 사랑받는 도서가 되길 바랍니다 ㅎㅎ,10.0,S000212413688
ju*******,"정말 친절한 육아서적이에요! 특히 해당 개월 수마다 생기는 고민과 궁금증(병원 갈 정도는 아닌 것 같고, 그렇다고 딱히 주변에 물어보기도 마땅치 않은...)들이 매 챕터마다 딱딱 들어가있어서 소름이 돋았답니다ㅎㅎ 우리애만 그런거 아니구나저에게는 소설책보다 더 흥미진진해요",10.0,S000212413688
bi*******,육아 관련해서 유투브로 구독하던 구독자 였습니다. 초산모 입장에서 궁금한것도 많고 모르는게 많은데.. 정보가 너무 많고 전문가라 하는 사람들의 말이 다른 경우도 많아서 신뢰에 대한 부분도 의문이 있었습니다. 이 책을 구매하게된 계기는 “의사 + 엄마” 가 하는 유투브 였기에 신뢰할 수 있었습니다. 책 구성도 좋고요. 여러모로 도움 될 것 같습니다,10.0,S000212413688
06*****,육아에 많은 도움이 되었어요~,10.0,S000212413688
ra********,여러가지 육아서적 중에서 제일 좋은 것 같아요,10.0,S000212413688
su******,아주 좋고 유익합니다.,10.0,S000212413688
al******,육아 서적 구매했어요. 배송 빠르고 좋아요.,10.0,S000212413688
je******,개월별로 잘 설명되어있어서 초보엄마추천👍,10.0,S000212413688
gu******,육아로 힘든 상황에 도움을 많이 받았습니다,10.0,S000212413688
ck******,아이 갖기 전에 읽으려고 구매했어요. 좋아요,10.0,S000212413688
mo*******,유튜브로 보다가 구매했어요,10.0,S000212413688
gu****,내용이 너무 좋습니다 엄마아빠한테 강추입니다,10.0,S000212413688
dn******,아기 키울 때 보기좋은 유용한 책입니다.,10.0,S000212413688
gj********,개월수 별로 꼭 필요한 내용을 담은거같아요,10.0,S000212413688
dm*******,좋아요좋아//편하게읽을수있는..궁금한것이해결되는좋은책♡,10.0,S000212413688
hw******,먼저 읽어봐야ㅜ도움이 되겟어요,10.0,S000212413688
as******,아이 키우는데 정말 도움돼요,10.0,S000212413688
dd******,우리동네는 정말 사랑입니다,10.0,S000212413688
vi*****,믿고 보는 책이었습니다 💜소아과 쌤과 정신과 쌤의 지식이 곳곳에 녹아들어서 육아의 불안에 힘든 엄마들에게 힘이되어줄 거 같아요,10.0,S000212413688
gh****,출산 예정에 있는 임산부에요-! 남편이랑 같이 공부하려고 책 구매 했는데 아무래도 의사선생님이 쓴 책이라 믿음직스럽고 개월수별로 발달이 잘 정리되어 있어서 참고하기도 편하더라구요. 앞으로 책 참고하며 애기 잘 키워보겠습니다-!,10.0,S000212413688
su*****,한권 있으면 육아시 매우 든든,10.0,S000212413688
kk*****,선물용으로 구입했어요! 기대됩니다,10.0,S000212413688
jj*******,"임신했다! 하면 다들 유명하다는 책을 구매해 읽는데요 하지만, 완전 애바애! 개인적으로는 구매 후 후회했어요 하지만 이 책은 출산 후 애바애라고 해도 공통적으로 부모들이 궁금한 내용이 탄탄하게 들어있어 읽기에 더욱 좋았어요 더불어 아이의 성장 발달 내용과 아이가 적정하게 밥을 먹는지 아닌지, 잠은 잘 자는지 등등 세부적으로 적혀있어 책 도착 후 몇 번이나 밑줄 그어가며 읽고 궁금한 점이 해소되어서 왜 이제야 만났나 싶어요ㅎㅎ",10.0,S000212413688
mk*****,평소에 유튜브 보면서 육아하는데 도움을 받았고 선생님들 책이 출간된다는 소식을 듣고 바로 구입했습니다. 간결하면서도 핵심내용이 들어있고 발달 정서등 다양한 내용도 포함되어 있어 좋았습니다. 육아하면서 육아서적 읽기가 쉽지 않은데 궁금할 때나 잠깐씩 시간날 때 읽기도 좋습니다.,10.0,S000212413688
yo*******,유튜브 너무 잘 보고 있어서 책 출판되기만을 기다렸어요!! 책을 받아보니 기대한것 이상으로 알찬정보들이 많아서 너무 만족스러워요!! 특히 0세 이하는 월령별로 챕터가 나눠져 있어서 필요한 정보를 찾아보기도 너무 좋아요!! 지금 아기가 3개월인데 앞으로 육아하는데 큰 도움이 될것 같아요! 임신한 친구에게도 선물 예정입니다👍👍👍,10.0,S000212413688
tr*******,발달 정서 모두 잡는 요즘 육아서! 유투브에서 보고 역시나 망설이지 않고 구매했어요! 저같이 완전T인 엄마들한테 추천합니다.선생님들 출간 해주셔서 넘 고마워요!보고나니 아이 왜이러지 하던부분들이 해소되는 느낌 입니다!,10.0,S000212413688
kn******,소아과 의사선생님과 소아정신과 의사선생님이 함께 만드신 책이라 더 믿음이 가더라고요! 평소 우리동네어린이병원 유투브로 많이 시청했는데 책으로 만날 수 있어서 얼마나 기대되고 설레던지~ 최신 정보로 유익하고 알찬 정보가 많아서 너무 좋습니다.,10.0,S000212413688
fu******,2 아이를 키우는 부모로서 아이들이 잘 크고 있는지 항상 고민하고 새로운 상황에 직면하였을 때 어떻게 대처할지 몰라 당황스러웠던 적이 많습니다.  전문가가 아닌 육아에 있어 초보 아빠였기에 아이가 발달 과정에 맞게 잘 크고 있는지 아이에게 정서적으로 충분한 지지를 해주고 있는지 항상 고민하였습니다.  이 책을 읽고 그 동안 갖고 있었던 궁금증들을 해결할 수 있었습니다.  그림이 많고 설명이 이해하기 쉬워 빠른 시간에 정독을 하였습니다.   이 책을 아이를 키우느라 고생하시는 모든 부모님들께 추천드립니다.,10.0,S000212413688
tr*******,엄마가 된 후배에게 선물했어요 ❤️ 선배 육아맘으로써 고민 덜하고 더욱 명쾌한 육아하는데 도움될거라는 확신이 들었어요! 예비맘 출산맘에 선물로 딱이네요!,10.0,S000212413688
do****,유튜브 채널로 궁금한것에 대해 전문가의 의견을 들을수있어 좋았는데 심지어 찾기도 편하게 시기적으로 구분까지 해서 책으로 내주시니 더욱 좋네요. 정말 소중한 육아메이트♡ 엄마아빠할머니할아버지에 시터님까지 필독서에요!!,10.0,S000212413688
gs****,유익한 내용이 많습니다.,10.0,S000212413688
pa****,"만4살 남아를 키우는 아빠입니다. 아이가 1~2살 때에는 아기가 아플때 이유가 궁금했는데,  요즘은 아이의 말이나 표정, 감정에 대해 궁금한점이 많네요. 책이 육체건강뿐만 아니라 정신적정서적 발달에 대한 내용이 담겨있는것같아서 구매했습니다. 잘읽고 모르는건 유튭에 댓글로 물어봐도되죠? ㅎ",10.0,S000212413688
cs**************,좋아해요 ㅎㅎ 추천합니다,10.0,S000212413688
ha******,"아기 성장발달에 대해 알려주는 책을 찾고있다가 임신기간때부터 잘 봐오던 우리동네어린이병원 선생님들께서 만드신 책이라고 해서 고민도 없이 바로 구매했어요:) 개월수별로 성장발달 특징들과 발달과정에서 엄마빠가 해야하는 역할까지 잘 정리되어 있어서 너무 유용하게 잘 보고 있습니다! 보면서 아, 우리아이가 이래서 그렇구나! 한번 더 이해하게 되고 또 한번 잘 살피게 되어서 구매하길 잘한 것 같은 생각이 들어요:) 우리동네 어린이 병원 육아대백과 책과 함께 우리아기 60개월까지 몸도 마음도 건강한 아이로 예쁘게 잘 키워보겠습니다!♥️",10.0,S000212413688
uh*****,엄마는 처음이고 모든게 어려워서 구독해서 보던 우리동네 어린이병원을 책으로 구매하게 되었어요! 개월수에 맞춰서 정리가 잘되어있어서 육아하는데 너무 도움됩니다😊,10.0,S000212413688
he**************,가독성이 좋다고 추천받아 구매했는데개월수 별로 나뉘어져 있어서 더 읽기 좋은거 같아요쉽게 쉽게 읽을수 있고 개월수에 맞게 필요한 내용들이 잘 담겨있어서 좋습니다유튜브와 같이 보기도 좋고 도움이 많이 될 것 같습니다,10.0,S000212413688
qq******************,간략하게 필요한 부분 잘 설명돼 있어서 보기 편했어요,10.0,S000212413688
hs*****,"시기별로 펼쳐보기 좋고, 초등학교시절에 보던 동아표준전과가 생각나는 책이었어요.",10.0,S000212413688
sm*******,"다양한 상황과 질병에 대해 전문가의 조언을 바탕으로 구체적으로 안내하고 있어, 부모들이 아이의 건강을 챙길 때 도움이 되는 유익한 자료",10.0,S000212413688
wo***,보기 편하게 되어 있어서 잘 읽혀요,10.0,S000212413688
si****,아이를 키우는 집이라면 필요한 책입니다,10.0,S000212413688
jh****,선물했는데 좋아했어요,10.0,S000212413688
pi********,아가 키우면서  도움되네요!,10.0,S000212413688
bo*****,꼭 필요할 책일것 같아요,10.0,S000212413688
yv*******,예비맘 선물로 드렸습니다,10.0,S000212413688
ic*****,초보아빠라서 어떻게 해야할지 막막했는데 이책으로 인해 도움이 많이 되었어요~,10.0,S000212413688
lo********,실생활에 사용되고 필요한 내용이지만심도있지는 않아요. 이 상황에 어떻게 말해야한다~ 딱 그정도.실제로 엄마들에게 필요한건 그렇게했는데도 안되는경우어떻게해야할지.. 가 아닐까 싶어요^^,7.5,S000000597842
ch*******,내재화 될 때까지 반복해서 읽어야겠습니다.,10.0,S000000597842
da********,전 아직 미혼이고 아이도 없지만 책을 읽으면서 불안한 제 내면에 많은 위로와 안정감을 줄 수 있었습니다. 한편으론 부모님이 덜 불안한 사람들이었다면 그래서 저와 제 동생이 좀 더 안정감있게 자랄 수 있었다면...책에 나와있는 표현들을 비슷하게라도 들을 수 있었다면하고좀 아쉬웠습니다. 오은영 박사님의 책은 처음인데 박사님의 다음책도 주문했습니다. 벌써 기대가되요.,10.0,S000000597842
3r***,아이에게 좋은 아빠가되려합니다,10.0,S000000597842
eh****,어려운 말들로 쓰여진 글이 아니라서 술술술 읽어지고 이해됩니다. 어떤책들은 읽어도 뭔소린지 몇번씩 읽어야할때도 있거든요. 추상적이지 않고 상황에따라 바로 사용가능한 지침들로 되어 있어서 너무 좋아요.,10.0,S000000597842
rk******,여러 매체에서 다 하신 말들을 모았네요,7.5,S000000597842
w4****,아이를 대하는 필수언어.특히 아빠들이 읽음 더 좋을것같네요,10.0,S000000597842
st*****,틈틈이 여러번 읽고 생활화됐음 좋겠는 내용들입니다.,10.0,S000000597842
hj******,아이를 키우면서 말문이 막힐때마다 영어회화책처럼 엄마의 말도 가르쳐주는 책이 있었으면 좋겠다 생각했어요. 참 유용한 책입니다.,10.0,S000000597842
no********,알면서도 못하는 부분이나 당연한 내용들도 있지만 당연한 그 말도 내입에 안익어서 못하고 있었어요. 익숙해질때까지 읽고 따라해야겠어요,10.0,S000000597842
wj********,아이가 이럴때 어떻게 얘기를해줘야할까 가 고민이었는데  몇가지 외워서 사용해봤어요.   도움됐습니다.  저는 너무좋아요.,10.0,S000000597842
jk******,아이와의 대화에서 큰 도움이 됩니다~,10.0,S000000597842
ju*****,정말 좋아요 강추합니다,10.0,S000000597842
op******,어떻게 말해줘야 할지 방법론을 찾게 도와줍니다,10.0,S000000597842
by*****,소리내서 읽고있음  육아는 끝없는 나와의 싸움인듯,7.5,S000000597842
sk******,부모입장에서 꼭 봐야하는 책인 것 같아요 상처주지 않는 말 꼭 필요해요,10.0,S000000597842
sy******,아기 키우는데 유용할 것 같아요,10.0,S000000597842
re*******,초보아빠로써 티비통해서도 많이 배우고 책으로도 더 배우고 있습니다~ 모든 엄빠님들 화이팅!!,10.0,S000000597842
mo******,오은영 박사님께서 글을 잘 적으셔서 내용이 잘 읽히는 것 같아요책의 내용을 마음에 잘 새기고 실천하여 우리 아이에게도 좋은 영향이 미치길 기대합니다.감사합니다.,10.0,S000000597842
i1*****,초등학교 1학년이었는데도 불구하고 떼쟁이에 울보 아들이라.... 난감해서 책을 보게되었어요 매체에서 하신 이야기들이 주이지만.... 그래도 체화 하려고 사서 읽고 있어요^^,10.0,S000000597842
ql*****,아이들에게 상처를 안 주게 유도하는 책,7.5,S000000597842
gu****,쉽게 잘 읽혀요.여러번 읽으면서 힘든 순간에 지혜롭게 대처할 수 있어야 겠습니다,10.0,S000000597842
ju****,아이에 대해 뒤돌아보는 계기가 되었네요,10.0,S000000597842
pa******,꼭 필요한 내용들이 많아 공감하며 읽었습니다,10.0,S000000597842
sy******,"제가 아이한테 부정적인 언어를 많이 쓰는거 같어서 고민이었는데, 상황에 맞는 솔루션 위주로 구성되어 있어서 딱 원하던 책이네요. 여러번 읽고 익혀서 아이에게 잔소리가 아닌 제대로된 훈육성공에 도움이 되기를…",10.0,S000000597842
zx*****,자녀와 함께하는 공감,10.0,S000000597842
ls*******,아이한테 신중하게 말하고 싶어서 읽고 있습니다.,10.0,S000000597842
no*******,너무 나 완벽하고 잊혀지지 않는 책입니다!,10.0,S000000597842
sh****,아이를 키우기 위해서 꼭 필요한 책 같습니다 ㅎㅎ 잘 읽을께요 !,10.0,S000000597842
mo******,육아 필독 도서입니다🤣🤣 꼼꼼하게 읽고 실천해보려구요^^,10.0,S000000597842
da*******,아이한테 도움이 되고자 구매 했어요:)  잘 읽을게요♡♡♡♡,10.0,S000000597842
ch********,책을 구매하여 후기 남깁니다. 잘 산 것 같은데 내용이 어떤지는 더 봐야 알 것 같습니다.,10.0,S000000597842
ks***,어렸을 적 저의 마음과 상황이 떠오르네요.,10.0,S000000597842
ro*******,육아에 대한 최고의 안내서다. 이 책이 있으면 굳이 육아상담을 받지 않아도 된다,10.0,S000000597842
cs**************,임신준비하는 임산부에게,10.0,S000000597842
su******,아주 좋고 유익합니다.,10.0,S000000597842
ai****,육아를 하며 항상 고민하는 대화의 모든 것!,10.0,S000000597842
si****,하지마 라고 말하기보다는 이것이 네마음을 표현하기 훨씬좋아라고 얘기하기 진짜 힘들지만 한번더 생각해보게 된다,10.0,S000000597842
zm*******,도서관에서 빌려서 본 후로 내용이 너무 좋고 도움이 많이 되서 구매하게 되었습니다^^ 두 아이를 키우면서 상황에 따라 어떻게 말해줘야 하는지 난감할때가 많았는데요 이 책을 보면서 도움을 많이 받고 있습니다^^ 생활 속에 적용할 수 있어서 너무 좋네용ㅎ,10.0,S000000597842
ba******,육아 필수 서적입니다,10.0,S000000597842
lj*****,요즘 아기가 걷고 말귀를 알아듣기시작하면서 자기 고집도 생기고 말을 안들을 경우가 많아요 그럴때마다 어떻게 아이에게 말해줘야될지 도움이 많이 되네요,10.0,S000000597842
re******,가볍게 읽기 좋습니다,10.0,S000000597842
gj******************,육아에 모르는 것들에 대해 간단하고 명확하게 알려주셔서 도움이 되네요,10.0,S000000597842
mi*******,좋아요.  똑같이는 못해도 말을 신경써서 말하는건 좋은것 같아요. 아 저희남편은 감정에 따라 얘기하는데  지적하면 부부싸움나서..속상,10.0,S000000597842
wo*******,도움되는  책입니다.,10.0,S000000597842
mi*****,유용합니다. 잘 활용하겠습니다.,10.0,S000000597842
So******,너무 너무 유익하고 좋아요,10.0,S000000597842
hy*******,아이와 대화를 할 때 어떤 방법으로 이야기 하는 것이 좋은지에 대해 알 수 있는 책이에요~,10.0,S000000597842
jo******,요즘 부쩍 말을 안듣는 36개월 여자아이ㅜㅜ자꾸 화내면서 야단치듯 말을 하게 되니... 아이의 정서상 문제가 되지 않을까 싶어 구매했어요.저희집 현실육아에 와닿지 않는 부분도 있지만ㅋ미처 생각하지 못했던 지침들이 있어 많은걸 깨닫게 되었어요~,10.0,S000000597842
uh******,육아에 도움이. 되어 좋은책이예오ㅡ,10.0,S000000597842
hy*******,아이에게 어떻게 말해주면 좋을지에 대한 이야기를 친근하게 알려줘용~~,10.0,S000000597842
hy********,술술 잘읽히는 책입니다 평소에도 조카들이나 아이들을 대하는게 어려운데 임신하고 처음으로 구매한 육아책이예요 쉽고 깔끔하게 잘 읽혀요!,10.0,S000000597842
oi*****,아이들을 양육하면서 배워야겠다는 생각에 구입했어요~만족합니다,10.0,S000000597842
oi*****,정독하며 읽고 있어요,10.0,S000000597842
jk*****,말의 중요성을 실감하기에 목차를 훑어보고 주문하게 되었어요. 오은영 선생님 책이라 더 기대되네요.,10.0,S000000597842
gr********,추상적이지 않고 구체적인 내용이어서 좋았어요,10.0,S000000597842
gr********,빌려봤는데 내용이 좋아서 주문합니다,10.0,S000000597842
Do*****,아이와 더불어 살아가기 위해 먼저 읽으면 좋은것 같아요,10.0,S000000597842
ro***,아이들에게 어떻게 말해주어야 하는지 그리고 다른 사라 들에게도 어떻게 말해야하는지 배울수 있었습니다,10.0,S000000597842
lo********,흥미롭고 재미있는 목차와 자세한 설명이 마음에 듭니다,10.0,S000000597842
di*******,초보 부모인 친구에게 선물했어여ㅛ!,10.0,S000000597842
ji*******,아 완전 추천합니다첫페이지부터 줄줄 읽힙니다책 싫어하는 남편도 읽을걸 같아요 같이 책읽는 시간을 가지려구요,10.0,S000000597842
an*****,딸에게 선물로 주었는데 좋아해요^^,10.0,S000000597842
ps********,시간가는줄 모르고 봤습니다,10.0,S000000597842
po********,육아를 위해 필요한 지침서입니다,10.0,S000000597842
gy*****,읽기 쉽게 되어있어 좋아요,10.0,S000000597842
pp*****,말연습하기 위해 구매했어요,10.0,S000000597842
gu****,감정적으로 여겨질 부분들을 잘 캐치해서 조심해야할 부분과 어떻게 말해야하는 지 구체적으로 알려주는 책입니다!,10.0,S000000597842
cs******,책이 너무 잘 읽히고 도움이 많이 되네요^^,10.0,S000000597842
36********,아직 읽기 전이지만 너무 기대합니다!,10.0,S000000597842
jm*****,부모들이 읽으면 도움 많이되요,10.0,S000000597842
in*****,가족에게 선물햇어요,10.0,S000000597842
ha******,어떻게 말해줘야 할까 추천합니다,10.0,S000000597842
le********,아이를 키우는 부모라면 정말 꼭 한번 읽어야될 필독서네요!!,10.0,S000000597842
in*****,가족을  위해 구매함요,10.0,S000000597842
hs****,아직 다 읽어보진 않았지만 평소에 이런 저런 상황에 있어 어떻게 말을 해줘야 할지 생각할때가 많았는데 예시로 나와있어 도움이 많이 되요,10.0,S000000597842
gy*****,선물했어요 좋은 선물이 되길 바라요,10.0,S000000597842
pp*****,역시 오은영 선생님 이름에 걸맞게 너무 좋은책이에요,10.0,S000000597842
ky*******,"교사라서 읽은 책, 도움이 많이 되었습니다. 많은 선생님들과 학부모님들께서 읽어보셨으면 합니다.",10.0,S000000597842
aa*******,선물해준 책입니다. 선물받은 분이 좋아해요,10.0,S000000597842
gu********,육아에 있어 많은 도움이 돼요,10.0,S000000597842
da*****,내용이 참 좋아요^^,10.0,S000000597842
gy*****,아직 이르지만 출산을 앞둔 지인에게 선물하고자 구입했어요. 여러가지 책 중에서 읽기편하고 내용도 좋아요. 이책을 통해 아이에게 좋은 영향을 줄 수 있길 바라봅니다.,10.0,S000000597842
hy*******,육아를 현명하게 하고자 구매했네요^^,10.0,S000000597842
lu******,좋은책입니다 감사합니다,10.0,S000000597842
jo****,아기 양육하는데 큰 도움이 될거같아요,10.0,S000000597842
ki*******,육아에 도움이 많이 돼요,10.0,S000000597842
re*******,육아에 도움되는 책이예요,10.0,S000000597842
ms*****,초보 육아에 정말 많은 도움이 됩니다,7.5,S000000597842
ja****,책이 두꺼웠지만 내용도 읽기쉽게되어있고 포인트가 빨간색으로 되어있어 읽기편했다. 집중해서 읽기편한책이고 육아를할때 도움이되는책.. 필요한부분을 책목록을보고 찾아 읽기도편하다,10.0,S000000597842
ug*****,아기한테 더 다정해질슈있어요,10.0,S000000597842
gk****,아들 셋 키우기 힘들어서...  노력이 필요해서 구매했습니다큰아들이 옆에서 무슨 책이냐고 물어봤어요엄마도 잘 안되는게 있고 어려운게 있어서 엄마 공부하는책이야~  소리내어 읽어봅니다~,10.0,S000000597842
